        epoch      ;  log10(epoch)     ;           MSE           ;         delta MSE       
                  1;             0,0000;        14,70431997266332;        14,70431997266332
                  2;             0,3010;        14,70431997266123;        -0,00000000000209
                  3;             0,4771;        14,70431997262578;        -0,00000000003545
                  4;             0,6021;        14,70431997191451;        -0,00000000071127
                  5;             0,6990;        14,70431995912630;        -0,00000001278821
                  6;             0,7782;        14,70431977985699;        -0,00000017926931
                  7;             0,8451;        14,70431795930154;        -0,00000182055545
                  8;             0,9031;        14,70430480407783;        -0,00001315522371
                  9;             0,9542;        14,70423592966492;        -0,00006887441291
                 10;             1,0000;        14,70396411056449;        -0,00027181910043
                 11;             1,0414;        14,70311148208933;        -0,00085262847516
                 12;             1,0792;        14,70084190337237;        -0,00226957871696
                 13;             1,1139;        14,69524319806195;        -0,00559870531042
                 14;             1,1461;        14,68034360249145;        -0,01489959557050
                 15;             1,1761;        14,60801927805236;        -0,07232432443909
                 16;             1,2041;         4,14630728454455;       -10,46171199350781
                 17;             1,2304;         0,02334274084288;        -4,12296454370167
                 18;             1,2553;         0,02050391558702;        -0,00283882525586
                 19;             1,2788;         0,02007963900376;        -0,00042427658326
                 20;             1,3010;         0,01996746569164;        -0,00011217331212
                 21;             1,3222;         0,01992380557231;        -0,00004366011933
                 22;             1,3424;         0,01989919698875;        -0,00002460858356
                 23;             1,3617;         0,01988080383067;        -0,00001839315808
                 24;             1,3802;         0,01986470592248;        -0,00001609790819
                 25;             1,3979;         0,01984952830767;        -0,00001517761481
                 26;             1,4150;         0,01983472475366;        -0,00001480355401
                 27;             1,4314;         0,01982005461967;        -0,00001467013399
                 28;             1,4472;         0,01980540351766;        -0,00001465110201
                 29;             1,4624;         0,01979071422179;        -0,00001468929587
                 30;             1,4771;         0,01977595710554;        -0,00001475711625
                 31;             1,4914;         0,01976111641779;        -0,00001484068775
                 32;             1,5051;         0,01974618354974;        -0,00001493286805
                 33;             1,5185;         0,01973115361760;        -0,00001502993214
                 34;             1,5315;         0,01971602369414;        -0,00001512992346
                 35;             1,5441;         0,01970079188366;        -0,00001523181048
                 36;             1,5563;         0,01968545683519;        -0,00001533504847
                 37;             1,5682;         0,01967001748571;        -0,00001543934948
                 38;             1,5798;         0,01965447292433;        -0,00001554456138
                 39;             1,5911;         0,01963882232056;        -0,00001565060377
                 40;             1,6021;         0,01962306488633;        -0,00001575743423
                 41;             1,6128;         0,01960719985596;        -0,00001586503037
                 42;             1,6232;         0,01959122647565;        -0,00001597338031
                 43;             1,6335;         0,01957514399787;        -0,00001608247778
                 44;             1,6435;         0,01955895167861;        -0,00001619231926
                 45;             1,6532;         0,01954264877585;        -0,00001630290276
                 46;             1,6628;         0,01952623454888;        -0,00001641422697
                 47;             1,6721;         0,01950970825804;        -0,00001652629084
                 48;             1,6812;         0,01949306916459;        -0,00001663909345
                 49;             1,6902;         0,01947631653075;        -0,00001675263384
                 50;             1,6990;         0,01945944961980;        -0,00001686691095
                 51;             1,7076;         0,01944246769619;        -0,00001698192361
                 52;             1,7160;         0,01942537002569;        -0,00001709767050
                 53;             1,7243;         0,01940815587556;        -0,00001721415013
                 54;             1,7324;         0,01939082451468;        -0,00001733136088
                 55;             1,7404;         0,01937337521375;        -0,00001744930093
                 56;             1,7482;         0,01935580724544;        -0,00001756796831
                 57;             1,7559;         0,01933811988458;        -0,00001768736086
                 58;             1,7634;         0,01932031240835;        -0,00001780747623
                 59;             1,7709;         0,01930238409644;        -0,00001792831191
                 60;             1,7782;         0,01928433423125;        -0,00001804986519
                 61;             1,7853;         0,01926616209807;        -0,00001817213318
                 62;             1,7924;         0,01924786698530;        -0,00001829511277
                 63;             1,7993;         0,01922944818462;        -0,00001841880068
                 64;             1,8062;         0,01921090499119;        -0,00001854319343
                 65;             1,8129;         0,01919223670387;        -0,00001866828732
                 66;             1,8195;         0,01917344262541;        -0,00001879407846
                 67;             1,8261;         0,01915452206266;        -0,00001892056275
                 68;             1,8325;         0,01913547432679;        -0,00001904773587
                 69;             1,8388;         0,01911629873350;        -0,00001917559329
                 70;             1,8451;         0,01909699460324;        -0,00001930413026
                 71;             1,8513;         0,01907756126142;        -0,00001943334182
                 72;             1,8573;         0,01905799803865;        -0,00001956322277
                 73;             1,8633;         0,01903830427093;        -0,00001969376772
                 74;             1,8692;         0,01901847929995;        -0,00001982497098
                 75;             1,8751;         0,01899852247324;        -0,00001995682671
                 76;             1,8808;         0,01897843314446;        -0,00002008932878
                 77;             1,8865;         0,01895821067360;        -0,00002022247086
                 78;             1,8921;         0,01893785442727;        -0,00002035624633
                 79;             1,8976;         0,01891736377888;        -0,00002049064839
                 80;             1,9031;         0,01889673810893;        -0,00002062566995
                 81;             1,9085;         0,01887597680524;        -0,00002076130369
                 82;             1,9138;         0,01885507926321;        -0,00002089754203
                 83;             1,9191;         0,01883404488606;        -0,00002103437715
                 84;             1,9243;         0,01881287308509;        -0,00002117180097
                 85;             1,9294;         0,01879156327993;        -0,00002130980516
                 86;             1,9345;         0,01877011489882;        -0,00002144838111
                 87;             1,9395;         0,01874852737885;        -0,00002158751997
                 88;             1,9445;         0,01872680016622;        -0,00002172721263
                 89;             1,9494;         0,01870493271653;        -0,00002186744969
                 90;             1,9542;         0,01868292449503;        -0,00002200822150
                 91;             1,9590;         0,01866077497690;        -0,00002214951813
                 92;             1,9638;         0,01863848364748;        -0,00002229132942
                 93;             1,9685;         0,01861605000260;        -0,00002243364488
                 94;             1,9731;         0,01859347354882;        -0,00002257645378
                 95;             1,9777;         0,01857075380372;        -0,00002271974510
                 96;             1,9823;         0,01854789029617;        -0,00002286350755
                 97;             1,9868;         0,01852488256658;        -0,00002300772959
                 98;             1,9912;         0,01850173016723;        -0,00002315239935
                 99;             1,9956;         0,01847843266253;        -0,00002329750470
                100;             2,0000;         0,01845498962927;        -0,00002344303326
                101;             2,0043;         0,01843140065695;        -0,00002358897232
                102;             2,0086;         0,01840766534803;        -0,00002373530892
                103;             2,0128;         0,01838378331823;        -0,00002388202980
                104;             2,0170;         0,01835975419677;        -0,00002402912146
                105;             2,0212;         0,01833557762674;        -0,00002417657003
                106;             2,0253;         0,01831125326529;        -0,00002432436145
                107;             2,0294;         0,01828678078398;        -0,00002447248131
                108;             2,0334;         0,01826215986901;        -0,00002462091497
                109;             2,0374;         0,01823739022157;        -0,00002476964744
                110;             2,0414;         0,01821247155804;        -0,00002491866353
                111;             2,0453;         0,01818740361036;        -0,00002506794768
                112;             2,0492;         0,01816218612621;        -0,00002521748415
                113;             2,0531;         0,01813681886941;        -0,00002536725680
                114;             2,0569;         0,01811130162009;        -0,00002551724932
                115;             2,0607;         0,01808563417504;        -0,00002566744505
                116;             2,0645;         0,01805981634794;        -0,00002581782710
                117;             2,0682;         0,01803384796967;        -0,00002596837827
                118;             2,0719;         0,01800772888858;        -0,00002611908109
                119;             2,0755;         0,01798145897074;        -0,00002626991784
                120;             2,0792;         0,01795503810022;        -0,00002642087052
                121;             2,0828;         0,01792846617936;        -0,00002657192086
                122;             2,0864;         0,01790174312905;        -0,00002672305031
                123;             2,0899;         0,01787486888897;        -0,00002687424008
                124;             2,0934;         0,01784784341784;        -0,00002702547113
                125;             2,0969;         0,01782066669372;        -0,00002717672412
                126;             2,1004;         0,01779333871423;        -0,00002732797949
                127;             2,1038;         0,01776585949681;        -0,00002747921742
                128;             2,1072;         0,01773822907897;        -0,00002763041784
                129;             2,1106;         0,01771044751853;        -0,00002778156044
                130;             2,1139;         0,01768251489386;        -0,00002793262467
                131;             2,1173;         0,01765443130412;        -0,00002808358974
                132;             2,1206;         0,01762619686949;        -0,00002823443463
                133;             2,1239;         0,01759781173138;        -0,00002838513811
                134;             2,1271;         0,01756927605270;        -0,00002853567868
                135;             2,1303;         0,01754059001801;        -0,00002868603469
                136;             2,1335;         0,01751175383381;        -0,00002883618420
                137;             2,1367;         0,01748276772867;        -0,00002898610514
                138;             2,1399;         0,01745363195348;        -0,00002913577519
                139;             2,1430;         0,01742434678166;        -0,00002928517182
                140;             2,1461;         0,01739491250930;        -0,00002943427236
                141;             2,1492;         0,01736532945539;        -0,00002958305391
                142;             2,1523;         0,01733559796197;        -0,00002973149342
                143;             2,1553;         0,01730571839431;        -0,00002987956766
                144;             2,1584;         0,01727569114110;        -0,00003002725321
                145;             2,1614;         0,01724551661458;        -0,00003017452652
                146;             2,1644;         0,01721519525070;        -0,00003032136388
                147;             2,1673;         0,01718472750928;        -0,00003046774142
                148;             2,1703;         0,01715411387411;        -0,00003061363517
                149;             2,1732;         0,01712335485313;        -0,00003075902098
                150;             2,1761;         0,01709245097853;        -0,00003090387460
                151;             2,1790;         0,01706140280685;        -0,00003104817168
                152;             2,1818;         0,01703021091913;        -0,00003119188772
                153;             2,1847;         0,01699887592095;        -0,00003133499818
                154;             2,1875;         0,01696739844257;        -0,00003147747838
                155;             2,1903;         0,01693577913899;        -0,00003161930358
                156;             2,1931;         0,01690401869004;        -0,00003176044895
                157;             2,1959;         0,01687211780043;        -0,00003190088961
                158;             2,1987;         0,01684007719980;        -0,00003204060063
                159;             2,2014;         0,01680789764278;        -0,00003217955702
                160;             2,2041;         0,01677557990904;        -0,00003231773374
                161;             2,2068;         0,01674312480329;        -0,00003245510575
                162;             2,2095;         0,01671053315530;        -0,00003259164799
                163;             2,2122;         0,01667780581995;        -0,00003272733535
                164;             2,2148;         0,01664494367717;        -0,00003286214278
                165;             2,2175;         0,01661194763200;        -0,00003299604517
                166;             2,2201;         0,01657881861448;        -0,00003312901752
                167;             2,2227;         0,01654555757970;        -0,00003326103478
                168;             2,2253;         0,01651216550772;        -0,00003339207198
                169;             2,2279;         0,01647864340354;        -0,00003352210418
                170;             2,2304;         0,01644499229700;        -0,00003365110654
                171;             2,2330;         0,01641121324274;        -0,00003377905426
                172;             2,2355;         0,01637730732013;        -0,00003390592261
                173;             2,2380;         0,01634327563314;        -0,00003403168699
                174;             2,2405;         0,01630911931026;        -0,00003415632288
                175;             2,2430;         0,01627483950436;        -0,00003427980590
                176;             2,2455;         0,01624043739262;        -0,00003440211174
                177;             2,2480;         0,01620591417633;        -0,00003452321629
                178;             2,2504;         0,01617127108077;        -0,00003464309556
                179;             2,2529;         0,01613650935507;        -0,00003476172570
                180;             2,2553;         0,01610163027202;        -0,00003487908305
                181;             2,2577;         0,01606663512789;        -0,00003499514413
                182;             2,2601;         0,01603152524224;        -0,00003510988565
                183;             2,2625;         0,01599630195773;        -0,00003522328451
                184;             2,2648;         0,01596096663989;        -0,00003533531784
                185;             2,2672;         0,01592552067694;        -0,00003544596295
                186;             2,2695;         0,01588996547950;        -0,00003555519744
                187;             2,2718;         0,01585430248036;        -0,00003566299914
                188;             2,2742;         0,01581853313427;        -0,00003576934609
                189;             2,2765;         0,01578265891762;        -0,00003587421665
                190;             2,2788;         0,01574668132819;        -0,00003597758943
                191;             2,2810;         0,01571060188485;        -0,00003607944334
                192;             2,2833;         0,01567442212729;        -0,00003617975756
                193;             2,2856;         0,01563814361569;        -0,00003627851160
                194;             2,2878;         0,01560176793040;        -0,00003637568529
                195;             2,2900;         0,01556529667165;        -0,00003647125875
                196;             2,2923;         0,01552873145914;        -0,00003656521251
                197;             2,2945;         0,01549207393180;        -0,00003665752734
                198;             2,2967;         0,01545532574732;        -0,00003674818448
                199;             2,2989;         0,01541848858187;        -0,00003683716545
                200;             2,3010;         0,01538156412969;        -0,00003692445218
                201;             2,3032;         0,01534455410272;        -0,00003701002697
                202;             2,3054;         0,01530746023019;        -0,00003709387253
                203;             2,3075;         0,01527028425823;        -0,00003717597196
                204;             2,3096;         0,01523302794946;        -0,00003725630877
                205;             2,3118;         0,01519569308260;        -0,00003733486686
                206;             2,3139;         0,01515828145197;        -0,00003741163063
                207;             2,3160;         0,01512079486715;        -0,00003748658482
                208;             2,3181;         0,01508323515248;        -0,00003755971467
                209;             2,3201;         0,01504560414662;        -0,00003763100586
                210;             2,3222;         0,01500790370210;        -0,00003770044452
                211;             2,3243;         0,01497013568487;        -0,00003776801723
                212;             2,3263;         0,01493230197383;        -0,00003783371104
                213;             2,3284;         0,01489440446033;        -0,00003789751350
                214;             2,3304;         0,01485644504771;        -0,00003795941262
                215;             2,3324;         0,01481842565081;        -0,00003801939690
                216;             2,3345;         0,01478034819550;        -0,00003807745531
                217;             2,3365;         0,01474221461812;        -0,00003813357738
                218;             2,3385;         0,01470402686506;        -0,00003818775306
                219;             2,3404;         0,01466578689218;        -0,00003823997288
                220;             2,3424;         0,01462749666437;        -0,00003829022781
                221;             2,3444;         0,01458915815495;        -0,00003833850942
                222;             2,3464;         0,01455077334525;        -0,00003838480970
                223;             2,3483;         0,01451234422399;        -0,00003842912126
                224;             2,3502;         0,01447387278684;        -0,00003847143715
                225;             2,3522;         0,01443536103583;        -0,00003851175101
                226;             2,3541;         0,01439681097886;        -0,00003855005697
                227;             2,3560;         0,01435822462914;        -0,00003858634972
                228;             2,3579;         0,01431960400468;        -0,00003862062446
                229;             2,3598;         0,01428095112774;        -0,00003865287694
                230;             2,3617;         0,01424226802430;        -0,00003868310344
                231;             2,3636;         0,01420355672351;        -0,00003871130079
                232;             2,3655;         0,01416481925717;        -0,00003873746634
                233;             2,3674;         0,01412605765919;        -0,00003876159798
                234;             2,3692;         0,01408727396503;        -0,00003878369416
                235;             2,3711;         0,01404847021120;        -0,00003880375383
                236;             2,3729;         0,01400964843468;        -0,00003882177652
                237;             2,3747;         0,01397081067242;        -0,00003883776226
                238;             2,3766;         0,01393195896080;        -0,00003885171162
                239;             2,3784;         0,01389309533507;        -0,00003886362573
                240;             2,3802;         0,01385422182886;        -0,00003887350621
                241;             2,3820;         0,01381534047363;        -0,00003888135523
                242;             2,3838;         0,01377645329812;        -0,00003888717551
                243;             2,3856;         0,01373756232790;        -0,00003889097022
                244;             2,3874;         0,01369866958478;        -0,00003889274312
                245;             2,3892;         0,01365977708631;        -0,00003889249847
                246;             2,3909;         0,01362088684531;        -0,00003889024100
                247;             2,3927;         0,01358200086930;        -0,00003888597601
                248;             2,3945;         0,01354312116004;        -0,00003887970926
                249;             2,3962;         0,01350424971303;        -0,00003887144701
                250;             2,3979;         0,01346538851699;        -0,00003886119604
                251;             2,3997;         0,01342653955339;        -0,00003884896360
                252;             2,4014;         0,01338770479596;        -0,00003883475743
                253;             2,4031;         0,01334888621023;        -0,00003881858573
                254;             2,4048;         0,01331008575303;        -0,00003880045720
                255;             2,4065;         0,01327130537205;        -0,00003878038098
                256;             2,4082;         0,01323254700536;        -0,00003875836669
                257;             2,4099;         0,01319381258097;        -0,00003873442439
                258;             2,4116;         0,01315510401638;        -0,00003870856459
                259;             2,4133;         0,01311642321816;        -0,00003868079822
