        epoch      ;  log10(epoch)     ;           MSE           ;         delta MSE       
                  1;             0,0000;        25,31546245542990;        25,31546245542990
                  2;             0,3010;        13,41453555299506;       -11,90092690243484
                  3;             0,4771;         0,77177118366432;       -12,64276436933074
                  4;             0,6021;         0,77223863861257;         0,00046745494825
                  5;             0,6990;         0,76769664095643;        -0,00454199765614
                  6;             0,7782;         0,75516876265336;        -0,01252787830307
                  7;             0,8451;         0,73646606005690;        -0,01870270259646
                  8;             0,9031;         0,71007212310527;        -0,02639393695163
                  9;             0,9542;         0,67580064677279;        -0,03427147633248
                 10;             1,0000;         0,63663095217459;        -0,03916969459820
                 11;             1,0414;         0,59922870418585;        -0,03740224798874
                 12;             1,0792;         0,57004286301805;        -0,02918584116780
                 13;             1,1139;         0,55045093282607;        -0,01959193019198
                 14;             1,1461;         0,53791190816968;        -0,01253902465639
                 15;             1,1761;         0,52948857408807;        -0,00842333408161
                 16;             1,2041;         0,52328957604631;        -0,00619899804176
                 17;             1,2304;         0,51834454052518;        -0,00494503552113
                 18;             1,2553;         0,51419138213110;        -0,00415315839408
                 19;             1,2788;         0,51060106729949;        -0,00359031483161
                 20;             1,3010;         0,50744426518147;        -0,00315680211802
                 21;             1,3222;         0,50463559316043;        -0,00280867202104
                 22;             1,3424;         0,50211202005091;        -0,00252357310952
                 23;             1,3617;         0,49982449115767;        -0,00228752889324
                 24;             1,3802;         0,49773411143605;        -0,00209037972162
                 25;             1,3979;         0,49580976468864;        -0,00192434674741
                 26;             1,4150;         0,49402627428917;        -0,00178349039947
                 27;             1,4314;         0,49236295229895;        -0,00166332199022
                 28;             1,4472;         0,49080253034774;        -0,00156042195121
                 29;             1,4624;         0,48933043431944;        -0,00147209602830
                 30;             1,4771;         0,48793432192986;        -0,00139611238958
                 31;             1,4914;         0,48660378981447;        -0,00133053211539
                 32;             1,5051;         0,48533016940719;        -0,00127362040728
                 33;             1,5185;         0,48410635436356;        -0,00122381504363
                 34;             1,5315;         0,48292662648946;        -0,00117972787410
                 35;             1,5441;         0,48178646739894;        -0,00114015909052
                 36;             1,5563;         0,48068235786439;        -0,00110410953455
                 37;             1,5682;         0,47961157565771;        -0,00107078220668
                 38;             1,5798;         0,47857200579777;        -0,00103956985994
                 39;             1,5911;         0,47756197543007;        -0,00101003036770
                 40;             1,6021;         0,47658012079890;        -0,00098185463117
                 41;             1,6128;         0,47562528807678;        -0,00095483272212
                 42;             1,6232;         0,47469646503076;        -0,00092882304602
                 43;             1,6335;         0,47379273762503;        -0,00090372740573
                 44;             1,6435;         0,47291326476220;        -0,00087947286283
