              -1,0000 ;    3.ksiD ;    4.ksiD 
              -1,0000 ;    3.ksiD ;    8.ksiD 
              -1,0000 ;    4.ksiD ;    3.ksiD 
              -1,0000 ;    8.ksiD ;    3.ksiD 
              -0,9657 ;   5.input ;   5.speed 
              -0,9657 ;   5.speed ;   5.input 
              -0,9523 ;   5.speed ; 5.density 
              -0,9523 ; 5.density ;   5.speed 
              -0,9183 ;   2.speed ; 2.density 
              -0,9183 ; 2.density ;   2.speed 
              -0,8661 ;   2.input ;   2.speed 
              -0,8661 ;   2.speed ;   2.input 
              -0,6467 ;   1.speed ; 1.density 
              -0,6467 ; 1.density ;   1.speed 
              -0,5201 ;  2.output ; 4.density 
              -0,5201 ; 4.density ;  2.output 
              -0,5170 ;  2.output ;   4.input 
              -0,5170 ;   4.input ;  2.output 
              -0,4825 ;   3.speed ; 3.density 
              -0,4825 ; 3.density ;   3.speed 
              -0,4629 ;   3.input ; 4.density 
              -0,4629 ; 4.density ;   3.input 
              -0,4602 ;   3.input ;   4.input 
              -0,4602 ;   4.input ;   3.input 
              -0,4012 ;   6.speed ; 6.density 
              -0,4012 ; 6.density ;   6.speed 
              -0,3941 ; 5.density ;  5.output 
              -0,3941 ;  5.output ; 5.density 
              -0,3857 ; 3.density ; 4.density 
              -0,3857 ; 4.density ; 3.density 
              -0,3841 ;  2.output ;   2.delay 
              -0,3841 ;   2.delay ;  2.output 
              -0,3559 ;   2.input ;  3.output 
              -0,3559 ;  3.output ;   2.input 
              -0,3405 ;   8.speed ; 8.density 
              -0,3405 ; 8.density ;   8.speed 
              -0,3390 ; 3.density ;   4.input 
              -0,3390 ;   4.input ; 3.density 
              -0,3235 ;   2.delay ;   3.input 
              -0,3235 ;   3.input ;   2.delay 
              -0,3168 ; 2.density ;   2.delay 
              -0,3168 ;   2.delay ; 2.density 
              -0,3164 ;   2.input ;  2.output 
              -0,3164 ;  2.output ;   2.input 
              -0,3109 ;   7.speed ; 7.density 
              -0,3109 ; 7.density ;   7.speed 
              -0,3102 ;   2.input ; 3.density 
              -0,3102 ; 3.density ;   2.input 
              -0,3079 ; 2.density ;  3.output 
              -0,3079 ;  3.output ; 2.density 
              -0,3038 ;  4.output ;   8.speed 
              -0,3038 ;   8.speed ;  4.output 
              -0,2975 ; 4.density ; 8.density 
              -0,2975 ; 8.density ; 4.density 
              -0,2970 ;   1.input ;  3.output 
              -0,2970 ;  3.output ;   1.input 
              -0,2967 ;   5.input ;  5.output 
              -0,2967 ;  5.output ;   5.input 
              -0,2954 ;  1.output ;  3.output 
              -0,2954 ;  3.output ;  1.output 
              -0,2922 ;   5.speed ;  6.output 
              -0,2922 ;   5.speed ;   7.input 
              -0,2922 ;   5.speed ;   8.input 
              -0,2922 ;  6.output ;   5.speed 
              -0,2922 ;   7.input ;   5.speed 
              -0,2922 ;   8.input ;   5.speed 
              -0,2837 ;   2.input ;   3.input 
              -0,2837 ;   3.input ;   2.input 
              -0,2773 ; 2.density ; 3.density 
