                  0.NN  ;              1.input ;              1.speed ;               1.ksiD ;            1.density ;             1.output ;              1.delay ;              2.input ;              2.speed ;               2.ksiD ;            2.density ;             2.output ;              2.delay ;              3.input ;              3.speed ;               3.ksiD ;            3.density ;             3.output ;              3.delay ;              4.input ;              4.speed ;               4.ksiD ;            4.density ;             4.output ;              4.delay ;              5.input ;              5.speed ;               5.ksiD ;            5.density ;             5.output ;              5.delay ;              6.input ;              6.speed ;               6.ksiD ;            6.density ;             6.output ;              6.delay ;              7.input ;              7.speed ;               7.ksiD ;            7.density ;             7.output ;              7.delay ;              8.input ;              8.speed ;               8.ksiD ;            8.density ;             8.output ;              8.delay 
    7.ksiD ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN ;                  NaN 
 7.density ;               0,2144 ;               0,0524 ;                  NaN ;               0,1480 ;               0,2189 ;               0,0021 ;              -0,1530 ;               0,2066 ;                  NaN ;              -0,2112 ;               0,1451 ;               0,1467 ;               0,2292 ;              -0,1551 ;               0,0000 ;               0,3031 ;               0,1036 ;              -0,1460 ;              -0,1205 ;               0,1552 ;              -0,0000 ;              -0,2059 ;               0,0716 ;               0,2334 ;               0,2820 ;              -0,2535 ;                  NaN ;               0,2957 ;              -0,1305 ;              -0,2700 ;               0,0016 ;               0,4632 ;                  NaN ;              -0,1611 ;               0,8718 ;               0,1062 ;               0,8718 ;              -0,3103 ;                  NaN ;               1,0000 ;              -0,2168 ;               0,2235 ;               0,8718 ;               0,0798 ;              -0,0000 ;               0,6315 ;               0,0095 ;               0,0425 
  7.output ;              -0,1239 ;               0,0528 ;                  NaN ;              -0,0860 ;              -0,1247 ;              -0,0040 ;              -0,0989 ;               0,0042 ;                  NaN ;              -0,0466 ;              -0,0369 ;              -0,1052 ;              -0,0899 ;               0,0920 ;              -0,0000 ;              -0,1867 ;               0,1735 ;              -0,1398 ;               0,1493 ;               0,0308 ;               0,0000 ;               0,1782 ;               0,0018 ;              -0,1010 ;               0,2550 ;              -0,2241 ;                  NaN ;               0,2656 ;              -0,0875 ;              -0,2516 ;               0,0482 ;              -0,2532 ;                  NaN ;               0,1424 ;              -0,1569 ;               0,1594 ;              -0,1569 ;               0,2337 ;                  NaN ;              -0,2168 ;               1,0000 ;              -0,0037 ;              -0,1569 ;               0,1047 ;               0,0000 ;              -0,1210 ;               0,0192 ;               0,0706 
   7.delay ;              -0,0003 ;               0,0010 ;                  NaN ;              -0,0000 ;              -0,0003 ;               0,0306 ;              -0,0026 ;               0,0023 ;                  NaN ;              -0,0023 ;              -0,0083 ;               0,0027 ;              -0,0075 ;               0,0004 ;               0,0000 ;               0,0618 ;               0,0035 ;               0,0016 ;              -0,0004 ;              -0,0030 ;              -0,0000 ;              -0,0005 ;               0,0001 ;              -0,0013 ;              -0,0004 ;               0,0005 ;                  NaN ;              -0,0006 ;               0,0003 ;               0,0002 ;               0,0025 ;              -0,0017 ;                  NaN ;               0,0612 ;              -0,0139 ;               0,0066 ;              -0,0139 ;              -0,7309 ;                  NaN ;               0,2235 ;              -0,0037 ;               1,0000 ;              -0,0139 ;              -0,0067 ;              -0,0000 ;              -0,0318 ;               0,0882 ;              -0,0027 
   8.input ;               0,1259 ;               0,0457 ;                  NaN ;               0,1096 ;               0,1286 ;               0,0001 ;              -0,2042 ;               0,2011 ;                  NaN ;              -0,2283 ;               0,2716 ;               0,0968 ;               0,3003 ;              -0,1075 ;              -0,0000 ;               0,2772 ;               0,3609 ;              -0,1211 ;              -0,1811 ;               0,0532 ;               0,0000 ;              -0,2294 ;              -0,0062 ;               0,1717 ;               0,3340 ;              -0,3030 ;                  NaN ;               0,3263 ;              -0,1512 ;              -0,3254 ;               0,1186 ;               0,5524 ;                  NaN ;              -0,1449 ;               1,0000 ;               0,1171 ;               1,0000 ;               0,0304 ;                  NaN ;               0,8718 ;              -0,1569 ;              -0,0139 ;               1,0000 ;               0,0180 ;               0,0000 ;               0,8488 ;              -0,0554 ;              -0,0261 
   8.speed ;              -0,0003 ;               0,0004 ;                  NaN ;              -0,0005 ;              -0,0004 ;               0,0006 ;              -0,0001 ;               0,0002 ;                  NaN ;               0,0055 ;              -0,1082 ;              -0,0186 ;              -0,0963 ;              -0,0007 ;              -0,0000 ;              -0,0811 ;              -0,1299 ;               0,0001 ;               0,0003 ;               0,0001 ;               0,0000 ;               0,2585 ;              -0,3025 ;              -0,2219 ;               0,0000 ;              -0,0006 ;                  NaN ;               0,0004 ;              -0,0016 ;               0,0014 ;              -0,2145 ;               0,0000 ;                  NaN ;              -0,1029 ;               0,0180 ;              -0,0010 ;               0,0180 ;               0,0062 ;                  NaN ;               0,0798 ;               0,1047 ;              -0,0067 ;               0,0180 ;               1,0000 ;               0,0000 ;              -0,3422 ;               0,4365 ;               0,6168 
    8.ksiD ;              -0,0000 ;              -0,0000 ;                  NaN ;              -0,0000 ;              -0,0000 ;              -0,0000 ;               0,0000 ;               0,0000 ;                  NaN ;               0,0000 ;              -0,0000 ;              -0,0000 ;              -0,0000 ;              -0,0000 ;              -1,0000 ;               0,0000 ;               0,0000 ;              -0,0000 ;              -0,0000 ;              -0,0000 ;               1,0000 ;              -0,0000 ;              -0,0000 ;               0,0000 ;               0,0000 ;               0,0000 ;                  NaN ;               0,0000 ;              -0,0000 ;               0,0000 ;               0,0000 ;               0,0000 ;                  NaN ;              -0,0000 ;               0,0000 ;              -0,0000 ;              -0,0000 ;              -0,0000 ;                  NaN ;              -0,0000 ;               0,0000 ;              -0,0000 ;               0,0000 ;               0,0000 ;               1,0000 ;              -0,0000 ;              -0,0000 ;               0,0000 
 8.density ;               0,0861 ;               0,0352 ;                  NaN ;               0,1216 ;               0,0871 ;              -0,0042 ;              -0,2678 ;               0,1844 ;                  NaN ;              -0,2540 ;               0,4333 ;               0,0046 ;               0,4250 ;               0,0129 ;               0,0000 ;               0,3237 ;               0,5732 ;              -0,0424 ;              -0,2053 ;              -0,0302 ;              -0,0000 ;              -0,3015 ;               0,0223 ;               0,1696 ;               0,2493 ;              -0,2208 ;                  NaN ;               0,2331 ;              -0,1228 ;              -0,2666 ;               0,2882 ;               0,4607 ;                  NaN ;              -0,0053 ;               0,8488 ;               0,0679 ;               0,8488 ;               0,0528 ;                  NaN ;               0,6315 ;              -0,1210 ;              -0,0318 ;               0,8488 ;              -0,3422 ;              -0,0000 ;               1,0000 ;              -0,1611 ;              -0,2025 
  8.output ;               0,1059 ;              -0,0972 ;                  NaN ;               0,1077 ;               0,1014 ;               0,0089 ;               0,1361 ;              -0,1945 ;                  NaN ;               0,1301 ;               0,1206 ;              -0,2209 ;               0,1536 ;               0,2016 ;               0,0000 ;              -0,0151 ;              -0,0084 ;              -0,1747 ;              -0,1278 ;              -0,0703 ;              -0,0000 ;               0,0135 ;              -0,1638 ;              -0,0639 ;               0,1923 ;              -0,2082 ;                  NaN ;               0,1988 ;              -0,1591 ;              -0,1106 ;              -0,1924 ;              -0,2420 ;                  NaN ;              -0,0052 ;              -0,0554 ;              -0,4346 ;              -0,0554 ;              -0,0497 ;                  NaN ;               0,0095 ;               0,0192 ;               0,0882 ;              -0,0554 ;               0,4365 ;              -0,0000 ;              -0,1611 ;               1,0000 ;               0,1488 
   8.delay ;              -0,0013 ;               0,0012 ;                  NaN ;              -0,0016 ;              -0,0014 ;               0,0165 ;              -0,0002 ;               0,0002 ;                  NaN ;               0,0166 ;               0,0234 ;              -0,0327 ;               0,0202 ;              -0,0004 ;              -0,0000 ;               0,0424 ;              -0,0274 ;              -0,0014 ;               0,0005 ;               0,0003 ;               0,0000 ;               0,1616 ;              -0,2629 ;              -0,1808 ;               0,0017 ;              -0,0022 ;                  NaN ;               0,0018 ;              -0,0031 ;               0,0002 ;              -0,1327 ;              -0,0003 ;                  NaN ;              -0,0284 ;              -0,0261 ;               0,0006 ;              -0,0261 ;               0,0073 ;                  NaN ;               0,0425 ;               0,0706 ;              -0,0027 ;              -0,0261 ;               0,6168 ;               0,0000 ;              -0,2025 ;               0,1488 ;               1,0000 
