        epoch      ;  log10(epoch)     ;           MSE           ;         delta MSE       
                  1;             0,0000;        22,54186401295389;        22,54186401295389
                  2;             0,3010;         3,62926559829237;       -18,91259841466152
                  3;             0,4771;         0,74098143771349;        -2,88828416057888
                  4;             0,6021;         0,73393514644396;        -0,00704629126953
                  5;             0,6990;         0,73136350373977;        -0,00257164270419
                  6;             0,7782;         0,72917555609625;        -0,00218794764352
                  7;             0,8451;         0,72723088873104;        -0,00194466736521
                  8;             0,9031;         0,72549805819194;        -0,00173283053910
                  9;             0,9542;         0,72394995711019;        -0,00154810108175
                 10;             1,0000;         0,72256080780194;        -0,00138914930825
                 11;             1,0414;         0,72130659025352;        -0,00125421754842
                 12;             1,0792;         0,72016546491482;        -0,00114112533870
                 13;             1,1139;         0,71911799582710;        -0,00104746908772
                 14;             1,1461;         0,71814718659287;        -0,00097080923423
                 15;             1,1761;         0,71723837457894;        -0,00090881201393
                 16;             1,2041;         0,71637903259778;        -0,00085934198116
                 17;             1,2304;         0,71555852072821;        -0,00082051186957
                 18;             1,2553;         0,71476782081597;        -0,00079069991224
                 19;             1,2788;         0,71399927605038;        -0,00076854476559
                 20;             1,3010;         0,71324634944524;        -0,00075292660514
                 21;             1,3222;         0,71250340854141;        -0,00074294090383
                 22;             1,3424;         0,71176553909879;        -0,00073786944262
                 23;             1,3617;         0,71102838762106;        -0,00073715147773
                 24;             1,3802;         0,71028803086751;        -0,00074035675355
                 25;             1,3979;         0,70954086969553;        -0,00074716117198
                 26;             1,4150;         0,70878354435783;        -0,00075732533770
                 27;             1,4314;         0,70801286853049;        -0,00077067582734
                 28;             1,4472;         0,70722577971605;        -0,00078708881444
                 29;             1,4624;         0,70641930414079;        -0,00080647557526
                 30;             1,4771;         0,70559053477221;        -0,00082876936859
                 31;             1,4914;         0,70473662156919;        -0,00085391320302
                 32;             1,5051;         0,70385477350162;        -0,00088184806757
                 33;             1,5185;         0,70294227220283;        -0,00091250129879
                 34;             1,5315;         0,70199649730788;        -0,00094577489495
                 35;             1,5441;         0,70101496354373;        -0,00098153376415
                 36;             1,5563;         0,69999536942849;        -0,00101959411524
                 37;             1,5682;         0,69893565696638;        -0,00105971246211
                 38;             1,5798;         0,69783408096521;        -0,00110157600117
                 39;             1,5911;         0,69668928555693;        -0,00114479540828
                 40;             1,6021;         0,69550038422213;        -0,00118890133480
                 41;             1,6128;         0,69426703822894;        -0,00123334599319
                 42;             1,6232;         0,69298952710140;        -0,00127751112754
                 43;             1,6335;         0,69166880381252;        -0,00132072328888
                 44;             1,6435;         0,69030652717732;        -0,00136227663520
                 45;             1,6532;         0,68890506469787;        -0,00140146247945
                 46;             1,6628;         0,68746746106348;        -0,00143760363439
                 47;             1,6721;         0,68599737059432;        -0,00147009046916
                 48;             1,6812;         0,68449895581260;        -0,00149841478172
                 49;             1,6902;         0,68297675843688;        -0,00152219737572
                 50;             1,6990;         0,68143555265884;        -0,00154120577804
                 51;             1,7076;         0,67988019283371;        -0,00155535982513
                 52;             1,7160;         0,67831546818351;        -0,00156472465020
                 53;             1,7243;         0,67674597566160;        -0,00156949252191
                 54;             1,7324;         0,67517601908009;        -0,00156995658151
                 55;             1,7404;         0,67360953862965;        -0,00156648045044
                 56;             1,7482;         0,67205007084085;        -0,00155946778880
                 57;             1,7559;         0,67050073558661;        -0,00154933525424
                 58;             1,7634;         0,66896424439823;        -0,00153649118838
                 59;             1,7709;         0,66744292333233;        -0,00152132106590
                 60;             1,7782;         0,66593874376343;        -0,00150417956890
                 61;             1,7853;         0,66445335547789;        -0,00148538828554
                 62;             1,7924;         0,66298811792734;        -0,00146523755055
                 63;             1,7993;         0,66154412710937;        -0,00144399081797
                 64;             1,8062;         0,66012223701294;        -0,00142189009643
                 65;             1,8129;         0,65872307573363;        -0,00139916127931
                 66;             1,8195;         0,65734705716720;        -0,00137601856643
                 67;             1,8261;         0,65599438963568;        -0,00135266753152
                 68;             1,8325;         0,65466508294346;        -0,00132930669222
                 69;             1,8388;         0,65335895527466;        -0,00130612766880
                 70;             1,8451;         0,65207564110407;        -0,00128331417059
                 71;             1,8513;         0,65081460097229;        -0,00126104013178
                 72;             1,8573;         0,64957513362689;        -0,00123946734540
                 73;             1,8633;         0,64835639069806;        -0,00121874292883
                 74;             1,8692;         0,64715739378658;        -0,00119899691148
                 75;             1,8751;         0,64597705361132;        -0,00118034017526
                 76;             1,8808;         0,64481419069863;        -0,00116286291269
                 77;             1,8865;         0,64366755699682;        -0,00114663370181
                 78;             1,8921;         0,64253585776053;        -0,00113169923629
                 79;             1,8976;         0,64141777306134;        -0,00111808469919
                 80;             1,9031;         0,64031197833424;        -0,00110579472710
                 81;             1,9085;         0,63921716345132;        -0,00109481488292
                 82;             1,9138;         0,63813204991469;        -0,00108511353663
                 83;             1,9191;         0,63705540586959;        -0,00107664404510
                 84;             1,9243;         0,63598605874868;        -0,00106934712091
                 85;             1,9294;         0,63492290546197;        -0,00106315328671
                 86;             1,9345;         0,63386492013994;        -0,00105798532203
                 87;             1,9395;         0,63281115951692;        -0,00105376062302
                 88;             1,9445;         0,63176076610579;        -0,00105039341113
                 89;             1,9494;         0,63071296936360;        -0,00104779674219
                 90;             1,9542;         0,62966708508128;        -0,00104588428232
                 91;             1,9590;         0,62862251325003;        -0,00104457183125
                 92;             1,9638;         0,62757873466423;        -0,00104377858580
                 93;             1,9685;         0,62653530651768;        -0,00104342814655
                 94;             1,9731;         0,62549185723816;        -0,00104344927952
                 95;             1,9777;         0,62444808078714;        -0,00104377645102
                 96;             1,9823;         0,62340373062853;        -0,00104435015861
                 97;             1,9868;         0,62235861354479;        -0,00104511708374
                 98;             1,9912;         0,62131258345105;        -0,00104603009374
                 99;             1,9956;         0,62026553533129;        -0,00104704811976
                100;             2,0000;         0,61921739939409;        -0,00104813593720
                101;             2,0043;         0,61816813552140;        -0,00104926387269
                102;             2,0086;         0,61711772806247;        -0,00105040745893
                103;             2,0128;         0,61606618100590;        -0,00105154705657
                104;             2,0170;         0,61501351354769;        -0,00105266745821
                105;             2,0212;         0,61395975606045;        -0,00105375748724
                106;             2,0253;         0,61290494645913;        -0,00105480960132
                107;             2,0294;         0,61184912695193;        -0,00105581950720
                108;             2,0334;         0,61079234115993;        -0,00105678579200
                109;             2,0374;         0,60973463158626;        -0,00105770957367
                110;             2,0414;         0,60867603741388;        -0,00105859417238
                111;             2,0453;         0,60761659261094;        -0,00105944480294
                112;             2,0492;         0,60655632432279;        -0,00106026828815
                113;             2,0531;         0,60549525153085;        -0,00106107279194
                114;             2,0569;         0,60443338395934;        -0,00106186757151
                115;             2,0607;         0,60337072121234;        -0,00106266274700
                116;             2,0645;         0,60230725212488;        -0,00106346908746
                117;             2,0682;         0,60124295431246;        -0,00106429781242
                118;             2,0719;         0,60017779390482;        -0,00106516040764
                119;             2,0755;         0,59911172545014;        -0,00106606845468
                120;             2,0792;         0,59804469197669;        -0,00106703347345
                121;             2,0828;         0,59697662519925;        -0,00106806677744
                122;             2,0864;         0,59590744585829;        -0,00106917934096
                123;             2,0899;         0,59483706417970;        -0,00107038167859
                124;             2,0934;         0,59376538044367;        -0,00107168373603
                125;             2,0969;         0,59269228565121;        -0,00107309479246
                126;             2,1004;         0,59161766227709;        -0,00107462337412
                127;             2,1038;         0,59054138509845;        -0,00107627717864
                128;             2,1072;         0,58946332208847;        -0,00107806300998
                129;             2,1106;         0,58838333536475;        -0,00107998672372
                130;             2,1139;         0,58730128218272;        -0,00108205318203
                131;             2,1173;         0,58621701596435;        -0,00108426621837
                132;             2,1206;         0,58513038735337;        -0,00108662861098
                133;             2,1239;         0,58404124528793;        -0,00108914206544
                134;             2,1271;         0,58294943808266;        -0,00109180720527
                135;             2,1303;         0,58185481451215;        -0,00109462357051
                136;             2,1335;         0,58075722488810;        -0,00109758962405
                137;             2,1367;         0,57965652212310;        -0,00110070276500
                138;             2,1399;         0,57855256277399;        -0,00110395934911
                139;             2,1430;         0,57744520805825;        -0,00110735471574
                140;             2,1461;         0,57633432483702;        -0,00111088322123
                141;             2,1492;         0,57521978655884;        -0,00111453827818
                142;             2,1523;         0,57410147415823;        -0,00111831240061
                143;             2,1553;         0,57297927690389;        -0,00112219725434
                144;             2,1584;         0,57185309319139;        -0,00112618371250
                145;             2,1614;         0,57072283127555;        -0,00113026191584
                146;             2,1644;         0,56958840993854;        -0,00113442133701
                147;             2,1673;         0,56844975908962;        -0,00113865084892
                148;             2,1703;         0,56730682029334;        -0,00114293879628
                149;             2,1732;         0,56615954722348;        -0,00114727306986
                150;             2,1761;         0,56500790604033;        -0,00115164118315
                151;             2,1790;         0,56385187568995;        -0,00115603035038
                152;             2,1818;         0,56269144812426;        -0,00116042756569
                153;             2,1847;         0,56152662844165;        -0,00116481968261
                154;             2,1875;         0,56035743494846;        -0,00116919349319
                155;             2,1903;         0,55918389914229;        -0,00117353580617
                156;             2,1931;         0,55800606561858;        -0,00117783352371
                157;             2,1959;         0,55682399190280;        -0,00118207371578
                158;             2,1987;         0,55563774821096;        -0,00118624369184
                159;             2,2014;         0,55444741714167;        -0,00119033106929
                160;             2,2041;         0,55325309330365;        -0,00119432383802
                161;             2,2068;         0,55205488288287;        -0,00119821042078
                162;             2,2095;         0,55085290315394;        -0,00120197972893
                163;             2,2122;         0,54964728194076;        -0,00120562121318
                164;             2,2148;         0,54843815703154;        -0,00120912490922
                165;             2,2175;         0,54722567555379;        -0,00121248147775
                166;             2,2201;         0,54600999331470;        -0,00121568223909
                167;             2,2227;         0,54479127411264;        -0,00121871920206
                168;             2,2253;         0,54356968902538;        -0,00122158508726
                169;             2,2279;         0,54234541568083;        -0,00122427334455
                170;             2,2304;         0,54111863751557;        -0,00122677816526
                171;             2,2330;         0,53988954302692;        -0,00122909448865
                172;             2,2355;         0,53865832502340;        -0,00123121800352
                173;             2,2380;         0,53742517987883;        -0,00123314514457
                174;             2,2405;         0,53619030679469;        -0,00123487308414
                175;             2,2430;         0,53495390707508;        -0,00123639971961
                176;             2,2455;         0,53371618341854;        -0,00123772365654
                177;             2,2480;         0,53247733923028;        -0,00123884418826
                178;             2,2504;         0,53123757795837;        -0,00123976127191
                179;             2,2529;         0,52999710245673;        -0,00124047550164
                180;             2,2553;         0,52875611437773;        -0,00124098807900
