        epoch      ;  log10(epoch)     ;           MSE           ;         delta MSE       
                  1;             0,0000;        25,35794321335625;        25,35794321335625
                  2;             0,3010;        25,35794320427603;        -0,00000000908022
                  3;             0,4771;        25,35792909770796;        -0,00001410656807
                  4;             0,6021;        25,35626392602556;        -0,00166517168240
                  5;             0,6990;        25,33934967181333;        -0,01691425421222
                  6;             0,7782;        25,23579773745561;        -0,10355193435772
                  7;             0,8451;        23,64412087317650;        -1,59167686427910
                  8;             0,9031;        18,49518997101954;        -5,14893090215696
                  9;             0,9542;        14,27941609112073;        -4,21577387989881
                 10;             1,0000;        11,52155754888288;        -2,75785854223786
                 11;             1,0414;         9,43696913327433;        -2,08458841560855
                 12;             1,0792;         7,46527454537706;        -1,97169458789727
                 13;             1,1139;         5,05746161378177;        -2,40781293159529
                 14;             1,1461;         2,45953519602182;        -2,59792641775995
                 15;             1,1761;         1,19684307700599;        -1,26269211901583
                 16;             1,2041;         0,88041044250853;        -0,31643263449746
                 17;             1,2304;         0,79534834061670;        -0,08506210189183
                 18;             1,2553;         0,76456611384501;        -0,03078222677169
                 19;             1,2788;         0,75028415932050;        -0,01428195452451
                 20;             1,3010;         0,74237913607533;        -0,00790502324517
                 21;             1,3222;         0,73747505835472;        -0,00490407772061
                 22;             1,3424;         0,73421359958189;        -0,00326145877283
                 23;             1,3617;         0,73194885986886;        -0,00226473971303
                 24;             1,3802;         0,73032766456024;        -0,00162119530862
                 25;             1,3979;         0,72913630520362;        -0,00119135935662
                 26;             1,4150;         0,72823705744662;        -0,00089924775700
                 27;             1,4314;         0,72753807194735;        -0,00069898549927
                 28;             1,4472;         0,72697707069098;        -0,00056100125637
                 29;             1,4624;         0,72651152753417;        -0,00046554315681
                 30;             1,4771;         0,72611233104934;        -0,00039919648483
                 31;             1,4914;         0,72575953993362;        -0,00035279111572
                 32;             1,5051;         0,72543949216257;        -0,00032004777105
                 33;             1,5185;         0,72514282469523;        -0,00029666746734
                 34;             1,5315;         0,72486311582445;        -0,00027970887078
                 35;             1,5441;         0,72459595534963;        -0,00026716047482
                 36;             1,5563;         0,72433830861204;        -0,00025764673759
                 37;             1,5682;         0,72408808196834;        -0,00025022664370
                 38;             1,5798;         0,72384382604674;        -0,00024425592160
                 39;             1,5911;         0,72360453308886;        -0,00023929295788
                 40;             1,6021;         0,72336949847411;        -0,00023503461475
